# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.89924893,0.000751065967,0.020985871403396257,0.0030799458943337834
-1.8995603144932955,-0.0006132347394155164,0.020835421375080286,0.0025307828196099893
-1.8997472217100604,-0.001572392622821222,0.020775845333471557,0.0020468947852534136
-1.8998113922556141,-0.00213361386281949,0.02086962487843788,0.001580471016525652
-1.899754566735274,-0.0023041046390126895,0.001388887082515007,0.0012435826012522355
-1.89957848575436,-0.0020910711310031986,0.0020322338383171193,0.001255279413910426
-1.8992848899181902,-0.0015017195183933839,0.003749380288091317,0.0013004316915945083
-1.898875519832083,-0.0005432559807856159,0.006493745956426231,0.0014190697918622487
-1.8983521161013568,0.0007771133022177282,0.008167574752151557,0.001615895442421767
-1.8977164193313294,0.0024521821510142773,0.0038638267060361236,0.0018904528163089258
-1.8969701701273216,0.004474744386001661,0.0015958870278688956,0.0011162468998849229
-1.89611510909465,0.006837593827577506,0.0026442098891524077,0.0026509436103316453
-1.8951529768386342,0.009533524296139441,0.003950342809638768,0.002123040694539215
-1.894085513964593,0.0125553296120851,0.004542477691170615,0.0015205115867865094
-1.8929144610778428,0.015895803595812105,0.0012000370655576027,0.0008459422026123685
-1.8916415587837048,0.019547740067718058,0.004239984627157109,0.00010187243025155483
-1.8902685476874959,0.023503932848200643,0.005084057840924292,0.0007091826910357236
-1.8887971683945362,0.02775717575765745,0.006026035553314936,0.0015847223259350827
-1.8872291615101426,0.0323002626164861,0.0007049563339795523,0.0025222545467689594
-1.8855662676396348,0.037125987245084265,0.000837278675702049,0.0019375840562014463
-1.8838102273883313,0.04222714346384953,0.006939396673868382,0.0008150140918869986
-1.8819627813615494,0.04759652509317953,0.0007331303242607786,0.0003656492533592568
-1.8800256701646094,0.05322692595347189,0.005053566826951068,0.0015150819868847672
-1.8780006344028282,0.05911113986512427,0.008667532724262315,0.002819623183101489
-1.875889414681526,0.06524196064853424,0.008264082477993373,0.0013909310937880402
-1.8736937516060201,0.0716121821240995,0.003984955611140046,8.8731413475514e-05
-1.8714153857816302,0.07821459811221766,2.3955779339160033e-06,0.001100403299467352
-1.8690560578136741,0.08504200243328627,0.0009912176111212857,0.00046874325351404394
-1.86661750830747,0.09208718890770307,0.002470158814815366,0.0010039902554251259
-1.8641014778683371,0.09934295135586557,0.008258447900703783,0.0007668631321958842
-1.861509707101595,0.1068020835981715,0.005246620581245984,0.0025780895437932322
-1.8588439366125598,0.11445737945501847,0.011054588690587936,0.0016588383493831285
-1.8561059070065515,0.12230163274680406,0.008671789795541118,0.0003592349359783465
-1.8532973588888886,0.13032763729392596,0.00630073719296005,0.0024119901192532814
-1.8504200328648905,0.13852818691678176,0.0038867846636388317,0.0018558513523920803
-1.847475669539874,0.14689607543576905,0.0013719187901010301,0.0004141358473844344
-1.8444660095191585,0.15542409667128554,0.001305634727889217,0.0027125787522579593
-1.8413927934080632,0.1641050444437288,0.0004095947216373623,0.0015717650795952615
-1.8382577618119054,0.1729317125734965,0.007417090162171736,0.000955384758448288
-1.8350626553360043,0.1818968948809862,0.010996898449107055,0.0035041758524612856
-1.8318092145856795,0.1909933851865956,0.01503194144805359,0.00077896844441187
-1.828499180166248,0.20021397731072232,0.016317141897119122,0.0020113125477644613
-1.8251342926830285,0.20955146507376393,0.015310957211575856,0.0011303489262156187
-1.8217162927413406,0.2189986422961181,0.010820151496843101,0.0004176207263301611
-1.8182469209465024,0.2285483027981825,0.005555151698707374,0.001996515015827647
-1.8147279179038318,0.23819324040035467,0.0005966030556531144,0.0008649845655692905
-1.8111610242186478,0.24792624892303233,0.0077544746902803606,0.0024731275818368884
-1.8075479804962697,0.25774012218661296,0.005298504210252108,0.0022542735089228156
-1.8038905273420152,0.26762765401149435,0.02499576037841861,0.0013876117501345803
-1.800190405361203,0.277581638218074,0.014229509826672607,0.003616080314678529
-1.796449355159152,0.28759486862674977,0.005347076844571949,0.00036049400398000436
-1.7926691173411806,0.29766013905791905,0.0048789955919020305,0.001695536140190945
-1.788851432512607,0.30777024333197944,0.005789576126497972,0.00022316222759056312
-1.78499804127875,0.31791797526932863,0.0010262849585407554,0.0012758351107847285
-1.7811106842449285,0.3280961286903644,0.003645424706912554,2.45697418925256e-05
-1.7771911020164612,0.33829749741548426,0.008224504586357638,0.0021465693938475597
-1.7732410351986656,0.34851487526508595,0.012710146413065343,0.0028169217965103785
-1.7692622243968612,0.35874105605956674,0.017101760060269436,0.001441952061733635
-1.7652564102163661,0.3689688336193246,0.00046211010573007325,0.0005105008980192677
-1.7612253332624994,0.3791910017647572,0.025601504008538625,2.0874594090103125e-05
-1.7571707341405793,0.38940035431626174,0.020908263495831088,2.9968125731921543e-05
-1.7530943534559245,0.3995896850942364,0.010310979270298053,0.00035358331432308436
-1.7489979318138533,0.4097517879190784,0.035652255839325506,0.0004884806047510434
-1.7448832098196845,0.41987945661118564,0.009275892986326861,0.0023995964718918172
-1.7407519280787367,0.42996548499095555,0.030675988255337964,0.0012998352468535754
-1.736605827196328,0.4400026668787858,0.02623985428732713,0.0009225467427682997
-1.7324466477777778,0.44998379609507416,0.01988983836126039,0.001638222712119384
-1.7282761304284042,0.459901666460218,0.0308816757822666,0.001533895466743976
-1.7240960157535254,0.4697490717946152,0.013708744116880544,7.434430611237883e-05
-1.7199080443584605,0.47951880591866336,0.029340837678508196,0.0008528638399090475
-1.715713956848528,0.48920366265275994,0.013380331862844505,0.0012634232311255682
-1.7115154938290464,0.49879643581730254,0.02802176268455389,0.0011761733839315929
-1.7073143959053343,0.508289919232689,0.020044420345425737,0.0006130957105803219
-1.7031124036827103,0.5176769067193169,0.02693281459123401,0.00040068879959048606
-1.6989112577664927,0.5269501920975838,0.024220705189892982,0.0018369171328421518
-1.6947126987620003,0.5361025691878873,0.024664035793743024,0.0015185700715927722
-1.6905184672745515,0.5451268318106252,0.025750672065562075,0.00065148081584408
-1.686330303909465,0.5540157737861948,0.0006712760051545752,0.002287946607954522
-1.6821499492720593,0.5627621889349941,0.02527798664345632,0.00043265065681069066
-1.6779791439676535,0.5713588710774206,0.025140411111554163,0.002354851221534993
-1.673819628601565,0.5797986140338718,0.020014230403403274,0.0006848425047727238
-1.6696731437791135,0.5880742116247454,0.02507056564184358,6.6145498337436735e-06
-1.6655414301056168,0.5961784576704391,0.02514173544716429,0.0007722179042669594
-1.6614262281863938,0.6041041459913504,0.02424793703921225,0.0005378338521724278
-1.6573292786267635,0.611844070407877,0.02550591793165634,0.00012777853072715048
-1.6532523220320436,0.6193910247404166,0.02580332860602542,0.00235803918362793
-1.6491970990075533,0.6267378028093668,0.012155893138971979,0.0031036462517457556
-1.6451653501586108,0.6338771984351251,0.02664156942517456,0.001689691241818433
-1.6411588160905348,0.6408020054380893,0.02718844662928172,0.0008205492952277152
-1.637179237408644,0.6475050176386569,0.012385049056451266,0.0008252165061707604
-1.633228354718257,0.6539790288572255,0.02095767362689196,0.0016736969043586502
-1.629307908624692,0.6602168329141929,0.02938585077032998,0.00038772831504577625
-1.6254196397332676,0.6662112236299566,0.02644894434493707,0.003589408743859181
-1.6215652886493028,0.671954994824914,0.016547130271385012,0.0003664754989430273
-1.6177465959781159,0.6774409403194633,0.0073626537572468705,0.005326934165868832
-1.6139653023250253,0.6826618539340017,0.009767237137133905,0.0012163803140124727
-1.6102231482953502,0.687610529488927,0.00832501913053232,1.0858995925759356e-05
-1.6065218744944083,0.6922797608046367,0.007292813397434939,0.005482086398971286
-1.6028632215275187,0.6966623417015285,0.0018192202571148915,0.004161688518679007
-1.59924893,0.700751066,1.8078636246404616e-08,1.650708612397565e-09
-1.59924893,0.70075107,1.8064315903342268e-08,1.6601052967682324e-09
-1.5956109476438194,0.7046507493771921,0.0003182290499338997,0.0008064877834389762
-1.5918813556684586,0.7084713088130669,0.007367575153687734,3.8124148338853384e-05
-1.5880620958046026,0.7122132120822553,0.011187473491839241,0.00011318273953701606
-1.5841551097829325,0.7158769229593869,0.0006765789360313402,0.0001806979222334155
-1.5801623393341329,0.7194629052190923,0.010999060078404805,6.235425331988129e-06
-1.5760857261888863,0.722971622636002,0.004548228619818688,1.604480358060272e-06
-1.5719272120778751,0.7264035389847459,0.0007836578748840629,0.0001478098973483064
-1.5676887387317828,0.7297591180399549,0.007330728229506701,0.0004533834782154971
-1.5633722478812921,0.7330388235762583,0.006174658228321833,0.000263205468167669
-1.5589796812570866,0.7362431193682876,0.006166884205049531,0.0002925001806650954
-1.5545129805898488,0.7393724691906721,0.004829817029086717,0.000298574210207107
-1.5499740876102626,0.7424273368180427,0.005622067410777232,0.000498326228230579
-1.5453649440490098,0.7454081860250296,0.006023645093949549,0.0001407306121013422
-1.5406874916367737,0.7483154805862626,0.0010800380761413091,0.00020142410157808783
-1.535943672104238,0.7511496842763727,0.004220874695572042,0.0004540238387063284
-1.531135427182085,0.7539112608699895,4.440999512841e-05,0.0005821270896975249
